TIME,THERMOMETER_EXTERNAL,THERMOMETER23,HEATER23,SETPOINT23,THERMOMETER41,HEATER41,SETPOINT41,THERMOMETER31,HEATER31,SETPOINT31,THERMOMETER21,HEATER21,SETPOINT21,THERMOMETER11,HEATER11,SETPOINT11,THERMOMETER42,HEATER42,SETPOINT42,THERMOMETER32,HEATER32,SETPOINT32,THERMOMETER22,HEATER22,SETPOINT22,THERMOMETER12,HEATER12,SETPOINT12,THERMOMETER43,HEATER43,SETPOINT43,THERMOMETER33,HEATER33,SETPOINT33,THERMOMETER13,HEATER13,SETPOINT13,THERMOMETER44,HEATER44,SETPOINT44,THERMOMETER34,HEATER34,SETPOINT34,THERMOMETER24,HEATER24,SETPOINT24,THERMOMETER14,HEATER14,SETPOINT14 
4260,12.007767,20.061684,10,22.0,17.323456,0,16.0,19.5624,10,20.0,19.514189,10,20.0,20.470268,0,20.0,20.393309,10,20.0,20.410345,0,20.0,19.539522,0,20.0,20.697765,0,20.0,20.39334,10,20.0,20.39319,0,20.0,20.693483,0,20.0,18.949566,10,20.0,19.429575,10,20.0,19.521873,10,20.0,20.520367,0,20.0
4270,12.007767,20.061684,10,22.0,17.323456,0,16.0,19.5624,10,20.0,19.514189,10,20.0,20.470268,0,20.0,20.393309,10,20.0,20.410345,0,20.0,19.539522,0,20.0,20.697765,0,20.0,20.39334,10,20.0,20.39319,0,20.0,20.693483,0,20.0,18.949566,10,20.0,19.429575,10,20.0,19.521873,10,20.0,20.520367,0,20.0
4280,12.007767,20.061684,10,22.0,17.323456,0,16.0,19.5624,10,20.0,19.514189,10,20.0,20.470268,0,20.0,20.393309,10,20.0,20.410345,0,20.0,19.539522,0,20.0,20.697765,0,20.0,20.39334,10,20.0,20.39319,0,20.0,20.693483,0,20.0,18.949566,10,20.0,19.429575,10,20.0,19.521873,10,20.0,20.520367,0,20.0
4290,12.011902,20.161533,10,22.0,17.3102,0,16.0,19.71173,10,20.0,19.557999,10,20.0,20.340229,0,20.0,20.440666,10,20.0,20.279072,0,20.0,19.430351,10,20.0,20.703072,0,20.0,20.4407,10,20.0,20.262028,0,20.0,20.69872,0,20.0,18.981726,10,20.0,19.560747,10,20.0,19.56612,10,20.0,20.389193,0,20.0
4300,12.011902,20.161533,10,22.0,17.3102,0,16.0,19.71173,10,20.0,19.557999,10,20.0,20.340229,0,20.0,20.440666,10,20.0,20.279072,0,20.0,19.430351,10,20.0,20.703072,0,20.0,20.4407,10,20.0,20.262028,0,20.0,20.69872,0,20.0,18.981726,10,20.0,19.560747,10,20.0,19.56612,10,20.0,20.389193,0,20.0
4310,12.011902,20.161533,10,22.0,17.3102,0,16.0,19.71173,10,20.0,19.557999,10,20.0,20.340229,0,20.0,20.440666,10,20.0,20.279072,0,20.0,19.430351,10,20.0,20.703072,0,20.0,20.4407,10,20.0,20.262028,0,20.0,20.69872,0,20.0,18.981726,10,20.0,19.560747,10,20.0,19.56612,10,20.0,20.389193,0,20.0
4320,12.011902,20.161533,10,22.0,17.3102,10,20.0,19.71173,10,20.0,19.557999,10,20.0,20.340229,0,20.0,20.440666,10,20.0,20.279072,0,20.0,19.430351,10,20.0,20.703072,0,20.0,20.4407,10,20.0,20.262028,0,20.0,20.69872,0,20.0,18.981726,10,20.0,19.560747,10,20.0,19.56612,10,20.0,20.389193,0,20.0
4330,12.011902,20.161533,10,22.0,17.3102,10,20.0,19.71173,10,20.0,19.557999,10,20.0,20.340229,0,20.0,20.440666,10,20.0,20.279072,0,20.0,19.430351,10,20.0,20.703072,0,20.0,20.4407,10,20.0,20.262028,0,20.0,20.69872,0,20.0,18.981726,10,20.0,19.560747,10,20.0,19.56612,10,20.0,20.389193,0,20.0
4340,12.011902,20.161533,10,22.0,17.3102,10,20.0,19.71173,10,20.0,19.557999,10,20.0,20.340229,0,20.0,20.440666,10,20.0,20.279072,0,20.0,19.430351,10,20.0,20.703072,0,20.0,20.4407,10,20.0,20.262028,0,20.0,20.69872,0,20.0,18.981726,10,20.0,19.560747,10,20.0,19.56612,10,20.0,20.389193,0,20.0
4350,12.011902,20.161533,10,22.0,17.3102,10,20.0,19.71173,10,20.0,19.557999,10,20.0,20.340229,0,20.0,20.440666,10,20.0,20.279072,0,20.0,19.430351,10,20.0,20.703072,0,20.0,20.4407,10,20.0,20.262028,0,20.0,20.69872,0,20.0,18.981726,10,20.0,19.560747,10,20.0,19.56612,10,20.0,20.389193,0,20.0
4360,12.011902,20.161533,10,22.0,17.3102,10,20.0,19.71173,10,20.0,19.557999,10,20.0,20.340229,0,20.0,20.440666,10,20.0,20.279072,0,20.0,19.430351,10,20.0,20.703072,0,20.0,20.4407,10,20.0,20.262028,0,20.0,20.69872,0,20.0,18.981726,10,20.0,19.560747,10,20.0,19.56612,10,20.0,20.389193,0,20.0
4370,12.011902,20.161533,10,22.0,17.3102,10,20.0,19.71173,10,20.0,19.557999,10,20.0,20.340229,0,20.0,20.440666,10,20.0,20.279072,0,20.0,19.430351,10,20.0,20.703072,0,20.0,20.4407,10,20.0,20.262028,0,20.0,20.69872,0,20.0,18.981726,10,20.0,19.560747,10,20.0,19.56612,10,20.0,20.389193,0,20.0
4380,12.011902,20.161533,10,22.0,17.3102,10,20.0,19.71173,10,20.0,19.557999,10,20.0,20.340229,0,20.0,20.440666,10,20.0,20.279072,0,20.0,19.430351,10,20.0,20.703072,0,20.0,20.4407,10,20.0,20.262028,0,20.0,20.69872,0,20.0,18.981726,10,20.0,19.560747,10,20.0,19.56612,10,20.0,20.389193,0,20.0
4390,12.042999,20.258286,10,22.0,17.281084,10,20.0,19.869457,10,20.0,19.600536,10,20.0,20.189896,0,20.0,20.486423,10,20.0,20.151028,0,20.0,19.349245,10,20.0,20.60426,0,20.0,20.486475,10,20.0,20.134237,0,20.0,20.599848,0,20.0,19.012743,10,20.0,19.71356,10,20.0,19.609087,10,20.0,20.237751,0,20.0
4400,12.042999,20.258286,10,22.0,17.281084,10,20.0,19.869457,10,20.0,19.600536,10,20.0,20.189896,0,20.0,20.486423,10,20.0,20.151028,0,20.0,19.349245,10,20.0,20.60426,0,20.0,20.486475,10,20.0,20.134237,0,20.0,20.599848,0,20.0,19.012743,10,20.0,19.71356,10,20.0,19.609087,10,20.0,20.237751,0,20.0
4410,12.042999,20.258286,10,22.0,17.281084,10,20.0,19.869457,10,20.0,19.600536,10,20.0,20.189896,0,20.0,20.486423,10,20.0,20.151028,0,20.0,19.349245,10,20.0,20.60426,0,20.0,20.486475,10,20.0,20.134237,0,20.0,20.599848,0,20.0,19.012743,10,20.0,19.71356,10,20.0,19.609087,10,20.0,20.237751,0,20.0
4420,12.042999,20.258286,10,22.0,17.281084,10,20.0,19.869457,10,20.0,19.600536,10,20.0,20.189896,0,20.0,20.486423,10,20.0,20.151028,0,20.0,19.349245,10,20.0,20.60426,0,20.0,20.486475,10,20.0,20.134237,0,20.0,20.599848,0,20.0,19.012743,10,20.0,19.71356,10,20.0,19.609087,10,20.0,20.237751,0,20.0
4430,12.042999,20.258286,10,22.0,17.281084,10,20.0,19.869457,10,20.0,19.600536,10,20.0,20.189896,0,20.0,20.486423,10,20.0,20.151028,0,20.0,19.349245,10,20.0,20.60426,0,20.0,20.486475,10,20.0,20.134237,0,20.0,20.599848,0,20.0,19.012743,10,20.0,19.71356,10,20.0,19.609087,10,20.0,20.237751,0,20.0
4440,12.042999,20.258286,10,22.0,17.281084,10,20.0,19.869457,10,20.0,19.600536,10,20.0,20.189896,0,20.0,20.486423,10,20.0,20.151028,0,20.0,19.349245,10,20.0,20.60426,0,20.0,20.486475,10,20.0,20.134237,0,20.0,20.599848,0,20.0,19.012743,10,20.0,19.71356,10,20.0,19.609087,10,20.0,20.237751,0,20.0
4450,12.042999,20.258286,10,22.0,17.281084,10,20.0,19.869457,10,20.0,19.600536,10,20.0,20.189896,0,20.0,20.486423,10,20.0,20.151028,0,20.0,19.349245,10,20.0,20.60426,0,20.0,20.486475,10,20.0,20.134237,0,20.0,20.599848,0,20.0,19.012743,10,20.0,19.71356,10,20.0,19.609087,10,20.0,20.237751,0,20.0
4460,12.042999,20.258286,10,22.0,17.281084,10,20.0,19.869457,10,20.0,19.600536,10,20.0,20.189896,0,20.0,20.486423,10,20.0,20.151028,0,20.0,19.349245,10,20.0,20.60426,0,20.0,20.486475,10,20.0,20.134237,0,20.0,20.599848,0,20.0,19.012743,10,20.0,19.71356,10,20.0,19.609087,10,20.0,20.237751,0,20.0
4470,12.042999,20.258286,10,22.0,17.281084,10,20.0,19.869457,10,20.0,19.600536,10,20.0,20.189896,0,20.0,20.486423,10,20.0,20.151028,0,20.0,19.349245,10,20.0,20.60426,0,20.0,20.486475,10,20.0,20.134237,0,20.0,20.599848,0,20.0,19.012743,10,20.0,19.71356,10,20.0,19.609087,10,20.0,20.237751,0,20.0
4480,12.042999,20.258286,10,22.0,17.281084,10,20.0,19.869457,10,20.0,19.600536,10,20.0,20.189896,0,20.0,20.486423,10,20.0,20.151028,0,20.0,19.349245,10,20.0,20.60426,0,20.0,20.486475,10,20.0,20.134237,0,20.0,20.599848,0,20.0,19.012743,10,20.0,19.71356,10,20.0,19.609087,10,20.0,20.237751,0,20.0
4490,12.333104,20.351974,10,22.0,17.278421,10,20.0,20.02867,10,20.0,19.641851,10,20.0,20.032236,0,20.0,20.530643,0,20.0,20.027044,0,20.0,19.371021,10,20.0,20.45964,0,20.0,20.530687,0,20.0,20.010607,0,20.0,20.455204,0,20.0,19.04267,10,20.0,19.874418,10,20.0,19.650799,10,20.0,20.079004,0,20.0
4500,12.333104,20.351974,10,22.0,17.278421,10,20.0,20.02867,10,20.0,19.641851,10,20.0,20.032236,0,20.0,20.530643,0,20.0,20.027044,0,20.0,19.371021,10,20.0,20.45964,0,20.0,20.530687,0,20.0,20.010607,0,20.0,20.455204,0,20.0,19.04267,10,20.0,19.874418,10,20.0,19.650799,10,20.0,20.079004,0,20.0
4510,12.333104,20.351974,10,22.0,17.278421,10,20.0,20.02867,10,20.0,19.641851,10,20.0,20.032236,0,20.0,20.530643,0,20.0,20.027044,0,20.0,19.371021,10,20.0,20.45964,0,20.0,20.530687,0,20.0,20.010607,0,20.0,20.455204,0,20.0,19.04267,10,20.0,19.874418,10,20.0,19.650799,10,20.0,20.079004,0,20.0
4520,12.333104,20.351974,10,22.0,17.278421,10,20.0,20.02867,10,20.0,19.641851,10,20.0,20.032236,0,20.0,20.530643,0,20.0,20.027044,0,20.0,19.371021,10,20.0,20.45964,0,20.0,20.530687,0,20.0,20.010607,0,20.0,20.455204,0,20.0,19.04267,10,20.0,19.874418,10,20.0,19.650799,10,20.0,20.079004,0,20.0
4530,12.333104,20.351974,10,22.0,17.278421,10,20.0,20.02867,10,20.0,19.641851,10,20.0,20.032236,0,20.0,20.530643,0,20.0,20.027044,0,20.0,19.371021,10,20.0,20.45964,0,20.0,20.530687,0,20.0,20.010607,0,20.0,20.455204,0,20.0,19.04267,10,20.0,19.874418,10,20.0,19.650799,10,20.0,20.079004,0,20.0
4540,12.333104,20.351974,10,22.0,17.278421,10,20.0,20.02867,10,20.0,19.641851,10,20.0,20.032236,0,20.0,20.530643,0,20.0,20.027044,0,20.0,19.371021,10,20.0,20.45964,0,20.0,20.530687,0,20.0,20.010607,0,20.0,20.455204,0,20.0,19.04267,10,20.0,19.874418,10,20.0,19.650799,10,20.0,20.079004,0,20.0
4550,12.333104,20.351974,10,22.0,17.278421,10,20.0,20.02867,10,20.0,19.641851,10,20.0,20.032236,0,20.0,20.530643,0,20.0,20.027044,0,20.0,19.371021,10,20.0,20.45964,0,20.0,20.530687,0,20.0,20.010607,0,20.0,20.455204,0,20.0,19.04267,10,20.0,19.874418,10,20.0,19.650799,10,20.0,20.079004,0,20.0
4560,12.333104,20.351974,10,22.0,17.278421,10,20.0,20.02867,10,20.0,19.641851,10,20.0,20.032236,0,20.0,20.530643,0,20.0,20.027044,0,20.0,19.371021,10,20.0,20.45964,0,20.0,20.530687,0,20.0,20.010607,0,20.0,20.455204,0,20.0,19.04267,10,20.0,19.874418,10,20.0,19.650799,10,20.0,20.079004,0,20.0
4570,12.333104,20.351974,10,22.0,17.278421,10,20.0,20.02867,10,20.0,19.641851,10,20.0,20.032236,0,20.0,20.530643,0,20.0,20.027044,0,20.0,19.371021,10,20.0,20.45964,0,20.0,20.530687,0,20.0,20.010607,0,20.0,20.455204,0,20.0,19.04267,10,20.0,19.874418,10,20.0,19.650799,10,20.0,20.079004,0,20.0
4580,12.333104,20.351974,10,22.0,17.278421,10,20.0,20.02867,10,20.0,19.641851,10,20.0,20.032236,0,20.0,20.530643,0,20.0,20.027044,0,20.0,19.371021,10,20.0,20.45964,0,20.0,20.530687,0,20.0,20.010607,0,20.0,20.455204,0,20.0,19.04267,10,20.0,19.874418,10,20.0,19.650799,10,20.0,20.079004,0,20.0
4590,14.809443,20.442738,10,22.0,17.320364,10,20.0,20.18605,10,20.0,19.682007,10,20.0,19.87395,0,20.0,20.550161,0,20.0,19.907393,0,20.0,19.456453,10,20.0,20.298567,0,20.0,20.550213,0,20.0,19.891357,0,20.0,20.294144,0,20.0,19.071608,10,20.0,20.036488,10,20.0,19.69133,10,20.0,19.919624,0,20.0
4600,14.809443,20.442738,10,22.0,17.320364,10,20.0,20.18605,10,20.0,19.682007,10,20.0,19.87395,0,20.0,20.550161,0,20.0,19.907393,0,20.0,19.456453,10,20.0,20.298567,0,20.0,20.550213,0,20.0,19.891357,0,20.0,20.294144,0,20.0,19.071608,10,20.0,20.036488,10,20.0,19.69133,10,20.0,19.919624,0,20.0
4610,14.809443,20.442738,10,22.0,17.320364,10,20.0,20.18605,10,20.0,19.682007,10,20.0,19.87395,0,20.0,20.550161,0,20.0,19.907393,0,20.0,19.456453,10,20.0,20.298567,0,20.0,20.550213,0,20.0,19.891357,0,20.0,20.294144,0,20.0,19.071608,10,20.0,20.036488,10,20.0,19.69133,10,20.0,19.919624,0,20.0
4620,14.809443,20.442738,10,22.0,17.320364,10,20.0,20.18605,10,20.0,19.682007,10,20.0,19.87395,0,20.0,20.550161,0,20.0,19.907393,0,20.0,19.456453,10,20.0,20.298567,0,20.0,20.550213,0,20.0,19.891357,0,20.0,20.294144,0,20.0,19.071608,10,20.0,20.036488,10,20.0,19.69133,10,20.0,19.919624,0,20.0
4630,14.809443,20.442738,10,22.0,17.320364,10,20.0,20.18605,10,20.0,19.682007,10,20.0,19.87395,0,20.0,20.550161,0,20.0,19.907393,0,20.0,19.456453,10,20.0,20.298567,0,20.0,20.550213,0,20.0,19.891357,0,20.0,20.294144,0,20.0,19.071608,10,20.0,20.036488,10,20.0,19.69133,10,20.0,19.919624,0,20.0
4640,14.809443,20.442738,10,22.0,17.320364,10,20.0,20.18605,10,20.0,19.682007,10,20.0,19.87395,0,20.0,20.550161,0,20.0,19.907393,0,20.0,19.456453,10,20.0,20.298567,0,20.0,20.550213,0,20.0,19.891357,0,20.0,20.294144,0,20.0,19.071608,10,20.0,20.036488,10,20.0,19.69133,10,20.0,19.919624,0,20.0
4650,14.809443,20.442738,10,22.0,17.320364,10,20.0,20.18605,10,20.0,19.682007,10,20.0,19.87395,0,20.0,20.550161,0,20.0,19.907393,0,20.0,19.456453,10,20.0,20.298567,0,20.0,20.550213,0,20.0,19.891357,0,20.0,20.294144,0,20.0,19.071608,10,20.0,20.036488,10,20.0,19.69133,10,20.0,19.919624,0,20.0
4660,14.809443,20.442738,10,22.0,17.320364,10,20.0,20.18605,10,20.0,19.682007,10,20.0,19.87395,0,20.0,20.550161,0,20.0,19.907393,0,20.0,19.456453,10,20.0,20.298567,0,20.0,20.550213,0,20.0,19.891357,0,20.0,20.294144,0,20.0,19.071608,10,20.0,20.036488,10,20.0,19.69133,10,20.0,19.919624,0,20.0
4670,14.809443,20.442738,10,22.0,17.320364,10,20.0,20.18605,10,20.0,19.682007,10,20.0,19.87395,0,20.0,20.550161,0,20.0,19.907393,0,20.0,19.456453,10,20.0,20.298567,0,20.0,20.550213,0,20.0,19.891357,0,20.0,20.294144,0,20.0,19.071608,10,20.0,20.036488,10,20.0,19.69133,10,20.0,19.919624,0,20.0
4680,14.809443,20.442738,10,22.0,17.320364,0,16.0,20.18605,10,20.0,19.682007,10,20.0,19.87395,0,20.0,20.550161,0,20.0,19.907393,0,20.0,19.456453,10,20.0,20.298567,0,20.0,20.550213,0,20.0,19.891357,0,20.0,20.294144,0,20.0,19.071608,10,20.0,20.036488,10,20.0,19.69133,10,20.0,19.919624,0,20.0
4690,18.383453,20.530642,10,22.0,17.387978,0,16.0,20.340008,10,20.0,19.721153,10,20.0,19.718332,0,20.0,20.476118,0,20.0,19.792078,0,20.0,19.565783,10,20.0,20.134085,0,20.0,20.476175,0,20.0,19.77647,0,20.0,20.12969,0,20.0,19.099607,10,20.0,20.196434,10,20.0,19.730764,10,20.0,19.762896,0,20.0
4700,18.383453,20.530642,10,22.0,17.387978,0,16.0,20.340008,10,20.0,19.721153,10,20.0,19.718332,0,20.0,20.476118,0,20.0,19.792078,0,20.0,19.565783,10,20.0,20.134085,0,20.0,20.476175,0,20.0,19.77647,0,20.0,20.12969,0,20.0,19.099607,10,20.0,20.196434,10,20.0,19.730764,10,20.0,19.762896,0,20.0
4710,18.383453,20.530642,10,22.0,17.387978,0,16.0,20.340008,10,20.0,19.721153,10,20.0,19.718332,0,20.0,20.476118,0,20.0,19.792078,0,20.0,19.565783,10,20.0,20.134085,0,20.0,20.476175,0,20.0,19.77647,0,20.0,20.12969,0,20.0,19.099607,10,20.0,20.196434,10,20.0,19.730764,10,20.0,19.762896,0,20.0
4720,18.383453,20.530642,10,22.0,17.387978,0,16.0,20.340008,10,20.0,19.721153,10,20.0,19.718332,0,20.0,20.476118,0,20.0,19.792078,0,20.0,19.565783,10,20.0,20.134085,0,20.0,20.476175,0,20.0,19.77647,0,20.0,20.12969,0,20.0,19.099607,10,20.0,20.196434,10,20.0,19.730764,10,20.0,19.762896,0,20.0
4730,18.383453,20.530642,10,22.0,17.387978,0,16.0,20.340008,10,20.0,19.721153,10,20.0,19.718332,0,20.0,20.476118,0,20.0,19.792078,0,20.0,19.565783,10,20.0,20.134085,0,20.0,20.476175,0,20.0,19.77647,0,20.0,20.12969,0,20.0,19.099607,10,20.0,20.196434,10,20.0,19.730764,10,20.0,19.762896,0,20.0
4740,18.383453,20.530642,10,22.0,17.387978,0,16.0,20.340008,10,20.0,19.721153,10,20.0,19.718332,0,20.0,20.476118,0,20.0,19.792078,0,20.0,19.565783,10,20.0,20.134085,0,20.0,20.476175,0,20.0,19.77647,0,20.0,20.12969,0,20.0,19.099607,10,20.0,20.196434,10,20.0,19.730764,10,20.0,19.762896,0,20.0
4750,18.383453,20.530642,10,22.0,17.387978,0,16.0,20.340008,10,20.0,19.721153,10,20.0,19.718332,0,20.0,20.476118,0,20.0,19.792078,0,20.0,19.565783,10,20.0,20.134085,0,20.0,20.476175,0,20.0,19.77647,0,20.0,20.12969,0,20.0,19.099607,10,20.0,20.196434,10,20.0,19.730764,10,20.0,19.762896,0,20.0
4760,18.383453,20.530642,10,22.0,17.387978,0,16.0,20.340008,10,20.0,19.721153,10,20.0,19.718332,0,20.0,20.476118,0,20.0,19.792078,0,20.0,19.565783,10,20.0,20.134085,0,20.0,20.476175,0,20.0,19.77647,0,20.0,20.12969,0,20.0,19.099607,10,20.0,20.196434,10,20.0,19.730764,10,20.0,19.762896,0,20.0
4770,18.383453,20.530642,10,22.0,17.387978,0,16.0,20.340008,10,20.0,19.721153,10,20.0,19.718332,0,20.0,20.476118,0,20.0,19.792078,0,20.0,19.565783,10,20.0,20.134085,0,20.0,20.476175,0,20.0,19.77647,0,20.0,20.12969,0,20.0,19.099607,10,20.0,20.196434,10,20.0,19.730764,10,20.0,19.762896,0,20.0
4780,18.383453,20.530642,10,22.0,17.387978,0,16.0,20.340008,10,20.0,19.721153,10,20.0,19.718332,0,20.0,20.476118,0,20.0,19.792078,0,20.0,19.565783,10,20.0,20.134085,0,20.0,20.476175,0,20.0,19.77647,0,20.0,20.12969,0,20.0,19.099607,10,20.0,20.196434,10,20.0,19.730764,10,20.0,19.762896,0,20.0
4790,19.554321,20.615826,10,22.0,17.457638,0,16.0,20.489868,10,20.0,19.759237,10,20.0,19.566946,0,20.0,20.347652,0,20.0,19.680962,0,20.0,19.681793,10,20.0,19.97182,0,20.0,20.347713,0,20.0,19.665789,0,20.0,19.967457,0,20.0,19.126707,10,20.0,20.352701,10,20.0,19.769089,10,20.0,19.61038,0,20.0
4800,19.554321,20.615826,10,22.0,17.457638,0,16.0,20.489868,10,20.0,19.759237,10,20.0,19.566946,0,20.0,20.347652,0,20.0,19.680962,0,20.0,19.681793,10,20.0,19.97182,0,20.0,20.347713,0,20.0,19.665789,0,20.0,19.967457,0,20.0,19.126707,10,20.0,20.352701,10,20.0,19.769089,10,20.0,19.61038,0,20.0
4810,19.554321,20.615826,10,22.0,17.457638,0,16.0,20.489868,10,20.0,19.759237,10,20.0,19.566946,0,20.0,20.347652,0,20.0,19.680962,0,20.0,19.681793,10,20.0,19.97182,0,20.0,20.347713,0,20.0,19.665789,0,20.0,19.967457,0,20.0,19.126707,10,20.0,20.352701,10,20.0,19.769089,10,20.0,19.61038,0,20.0
4820,19.554321,20.615826,10,22.0,17.457638,0,16.0,20.489868,10,20.0,19.759237,10,20.0,19.566946,0,20.0,20.347652,0,20.0,19.680962,0,20.0,19.681793,10,20.0,19.97182,0,20.0,20.347713,0,20.0,19.665789,0,20.0,19.967457,0,20.0,19.126707,10,20.0,20.352701,10,20.0,19.769089,10,20.0,19.61038,0,20.0
4830,19.554321,20.615826,10,22.0,17.457638,0,16.0,20.489868,10,20.0,19.759237,10,20.0,19.566946,0,20.0,20.347652,0,20.0,19.680962,0,20.0,19.681793,10,20.0,19.97182,0,20.0,20.347713,0,20.0,19.665789,0,20.0,19.967457,0,20.0,19.126707,10,20.0,20.352701,10,20.0,19.769089,10,20.0,19.61038,0,20.0
4840,19.554321,20.615826,10,22.0,17.457638,0,16.0,20.489868,10,20.0,19.759237,10,20.0,19.566946,0,20.0,20.347652,0,20.0,19.680962,0,20.0,19.681793,10,20.0,19.97182,0,20.0,20.347713,0,20.0,19.665789,0,20.0,19.967457,0,20.0,19.126707,10,20.0,20.352701,10,20.0,19.769089,10,20.0,19.61038,0,20.0
4850,19.554321,20.615826,10,22.0,17.457638,0,16.0,20.489868,10,20.0,19.759237,10,20.0,19.566946,0,20.0,20.347652,0,20.0,19.680962,0,20.0,19.681793,10,20.0,19.97182,0,20.0,20.347713,0,20.0,19.665789,0,20.0,19.967457,0,20.0,19.126707,10,20.0,20.352701,10,20.0,19.769089,10,20.0,19.61038,0,20.0
4860,19.554321,20.615826,10,22.0,17.457638,0,16.0,20.489868,10,20.0,19.759237,10,20.0,19.566946,0,20.0,20.347652,0,20.0,19.680962,0,20.0,19.681793,10,20.0,19.97182,0,20.0,20.347713,0,20.0,19.665789,0,20.0,19.967457,0,20.0,19.126707,10,20.0,20.352701,10,20.0,19.769089,10,20.0,19.61038,0,20.0
4870,19.554321,20.615826,10,22.0,17.457638,0,16.0,20.489868,10,20.0,19.759237,10,20.0,19.566946,0,20.0,20.347652,0,20.0,19.680962,0,20.0,19.681793,10,20.0,19.97182,0,20.0,20.347713,0,20.0,19.665789,0,20.0,19.967457,0,20.0,19.126707,10,20.0,20.352701,10,20.0,19.769089,10,20.0,19.61038,0,20.0
4880,19.554321,20.615826,10,22.0,17.457638,0,16.0,20.489868,10,20.0,19.759237,10,20.0,19.566946,0,20.0,20.347652,0,20.0,19.680962,0,20.0,19.681793,10,20.0,19.97182,0,20.0,20.347713,0,20.0,19.665789,0,20.0,19.967457,0,20.0,19.126707,10,20.0,20.352701,10,20.0,19.769089,10,20.0,19.61038,0,20.0
4890,22.475338,20.698399,10,22.0,17.48397,0,16.0,20.63539,0,20.0,19.796314,10,20.0,19.420433,10,20.0,20.200247,0,20.0,19.573917,0,20.0,19.797659,10,20.0,19.81405,0,20.0,20.200293,0,20.0,19.559187,0,20.0,19.809744,0,20.0,19.152927,10,20.0,20.504625,0,20.0,19.806353,10,20.0,19.462742,10,20.0
4900,22.475338,20.698399,10,22.0,17.48397,0,16.0,20.63539,0,20.0,19.796314,10,20.0,19.420433,10,20.0,20.200247,0,20.0,19.573917,0,20.0,19.797659,10,20.0,19.81405,0,20.0,20.200293,0,20.0,19.559187,0,20.0,19.809744,0,20.0,19.152927,10,20.0,20.504625,0,20.0,19.806353,10,20.0,19.462742,10,20.0
4910,22.475338,20.698399,10,22.0,17.48397,0,16.0,20.63539,0,20.0,19.796314,10,20.0,19.420433,10,20.0,20.200247,0,20.0,19.573917,0,20.0,19.797659,10,20.0,19.81405,0,20.0,20.200293,0,20.0,19.559187,0,20.0,19.809744,0,20.0,19.152927,10,20.0,20.504625,0,20.0,19.806353,10,20.0,19.462742,10,20.0
4920,22.475338,20.698399,10,22.0,17.48397,0,16.0,20.63539,0,20.0,19.796314,10,20.0,19.420433,10,20.0,20.200247,0,20.0,19.573917,0,20.0,19.797659,10,20.0,19.81405,0,20.0,20.200293,0,20.0,19.559187,0,20.0,19.809744,0,20.0,19.152927,10,20.0,20.504625,0,20.0,19.806353,10,20.0,19.462742,10,20.0
4930,22.475338,20.698399,10,22.0,17.48397,0,16.0,20.63539,0,20.0,19.796314,10,20.0,19.420433,10,20.0,20.200247,0,20.0,19.573917,0,20.0,19.797659,10,20.0,19.81405,0,20.0,20.200293,0,20.0,19.559187,0,20.0,19.809744,0,20.0,19.152927,10,20.0,20.504625,0,20.0,19.806353,10,20.0,19.462742,10,20.0
4940,22.475338,20.698399,10,22.0,17.48397,0,16.0,20.63539,0,20.0,19.796314,10,20.0,19.420433,10,20.0,20.200247,0,20.0,19.573917,0,20.0,19.797659,10,20.0,19.81405,0,20.0,20.200293,0,20.0,19.559187,0,20.0,19.809744,0,20.0,19.152927,10,20.0,20.504625,0,20.0,19.806353,10,20.0,19.462742,10,20.0
4950,22.475338,20.698399,10,22.0,17.48397,0,16.0,20.63539,0,20.0,19.796314,10,20.0,19.420433,10,20.0,20.200247,0,20.0,19.573917,0,20.0,19.797659,10,20.0,19.81405,0,20.0,20.200293,0,20.0,19.559187,0,20.0,19.809744,0,20.0,19.152927,10,20.0,20.504625,0,20.0,19.806353,10,20.0,19.462742,10,20.0
4960,22.475338,20.698399,10,22.0,17.48397,0,16.0,20.63539,0,20.0,19.796314,10,20.0,19.420433,10,20.0,20.200247,0,20.0,19.573917,0,20.0,19.797659,10,20.0,19.81405,0,20.0,20.200293,0,20.0,19.559187,0,20.0,19.809744,0,20.0,19.152927,10,20.0,20.504625,0,20.0,19.806353,10,20.0,19.462742,10,20.0
4970,22.475338,20.698399,10,22.0,17.48397,0,16.0,20.63539,0,20.0,19.796314,10,20.0,19.420433,10,20.0,20.200247,0,20.0,19.573917,0,20.0,19.797659,10,20.0,19.81405,0,20.0,20.200293,0,20.0,19.559187,0,20.0,19.809744,0,20.0,19.152927,10,20.0,20.504625,0,20.0,19.806353,10,20.0,19.462742,10,20.0
4980,22.475338,20.698399,10,22.0,17.48397,0,16.0,20.63539,0,20.0,19.796314,10,20.0,19.420433,10,20.0,20.200247,0,20.0,19.573917,0,20.0,19.797659,10,20.0,19.81405,0,20.0,20.200293,0,20.0,19.559187,0,20.0,19.809744,0,20.0,19.152927,10,20.0,20.504625,0,20.0,19.806353,10,20.0,19.462742,10,20.0
